selection_scope,outer_fold,comparison_name,model_type,p,tuning_mode,tuning_metric,trial_number,n_trials_planned,tuning_score,best_tuning_score_so_far,model_params
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,0,20,0.518,0.518,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,1,20,0.5272,0.5272,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,2,20,0.5336,0.5336,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,3,20,0.5593,0.5593,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,4,20,0.5579,0.5593,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,5,20,0.5523,0.5593,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,6,20,0.5463,0.5593,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,7,20,0.5501,0.5593,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,8,20,0.4751,0.5593,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,9,20,0.5447,0.5593,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,10,20,0.5582,0.5593,"{'learning_rate': 0.00819, 'max_depth': 4, 'n_estimators': 600, 'subsample': 0.509}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,11,20,0.5617,0.5617,"{'learning_rate': 0.00796, 'max_depth': 4, 'n_estimators': 600, 'subsample': 0.506}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,12,20,0.5647,0.5647,"{'learning_rate': 0.00309, 'max_depth': 4, 'n_estimators': 600, 'subsample': 0.505}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,13,20,0.5327,0.5647,"{'learning_rate': 0.0156, 'max_depth': 5, 'n_estimators': 500, 'subsample': 0.505}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,14,20,0.5628,0.5647,"{'learning_rate': 0.00409, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.572}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,15,20,0.5635,0.5647,"{'learning_rate': 0.00349, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.6}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,16,20,0.5537,0.5647,"{'learning_rate': 0.00219, 'max_depth': 6, 'n_estimators': 500, 'subsample': 0.639}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,17,20,0.5309,0.5647,"{'learning_rate': 0.025, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.843}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,18,20,0.5575,0.5647,"{'learning_rate': 0.00179, 'max_depth': 6, 'n_estimators': 450, 'subsample': 0.556}"
outer_fold_0,0,6predictor_pr,xgboost,6,nested,spearman,19,20,0.561,0.5647,"{'learning_rate': 0.00519, 'max_depth': 4, 'n_estimators': 600, 'subsample': 0.65}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,0,20,0.5653,0.5653,{'alpha': 0.0419}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,1,20,0.567,0.567,{'alpha': 452.0}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,2,20,0.5665,0.567,{'alpha': 13.3}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,3,20,0.5658,0.567,{'alpha': 1.55}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,4,20,0.5652,0.567,{'alpha': 0.00124}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,5,20,0.5652,0.567,{'alpha': 0.00124}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,6,20,0.5652,0.567,{'alpha': 0.000255}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,7,20,0.568,0.568,{'alpha': 116.0}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,8,20,0.5658,0.568,{'alpha': 1.61}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,9,20,0.5667,0.568,{'alpha': 9.05}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,10,20,0.5654,0.568,{'alpha': 711.0}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,11,20,0.5663,0.568,{'alpha': 515.0}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,12,20,0.5673,0.568,{'alpha': 51.7}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,13,20,0.5669,0.568,{'alpha': 45.0}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,14,20,0.5652,0.568,{'alpha': 0.0603}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,15,20,0.5673,0.568,{'alpha': 56.4}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,16,20,0.5678,0.568,{'alpha': 78.0}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,17,20,0.5656,0.568,{'alpha': 0.44}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,18,20,0.5677,0.568,{'alpha': 130.0}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,ridge,20,nested,spearman,19,20,0.5667,0.568,{'alpha': 10.5}
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,0,20,0.4865,0.4865,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,1,20,0.5222,0.5222,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,2,20,0.5195,0.5222,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,3,20,0.5588,0.5588,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,4,20,0.5572,0.5588,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,5,20,0.5531,0.5588,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,6,20,0.5431,0.5588,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,7,20,0.5505,0.5588,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,8,20,0.4749,0.5588,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,9,20,0.5512,0.5588,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,10,20,0.5568,0.5588,"{'learning_rate': 0.00819, 'max_depth': 4, 'n_estimators': 600, 'subsample': 0.509}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,11,20,0.5294,0.5588,"{'learning_rate': 0.0144, 'max_depth': 5, 'n_estimators': 600, 'subsample': 0.604}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,12,20,0.5614,0.5614,"{'learning_rate': 0.00309, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.632}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,13,20,0.564,0.564,"{'learning_rate': 0.00283, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.515}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,14,20,0.565,0.565,"{'learning_rate': 0.00322, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.502}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,15,20,0.5615,0.565,"{'learning_rate': 0.00184, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.523}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,16,20,0.5503,0.565,"{'learning_rate': 0.00614, 'max_depth': 6, 'n_estimators': 500, 'subsample': 0.505}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,17,20,0.5351,0.565,"{'learning_rate': 0.025, 'max_depth': 3, 'n_estimators': 450, 'subsample': 0.558}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,18,20,0.5441,0.565,"{'learning_rate': 0.00451, 'max_depth': 6, 'n_estimators': 550, 'subsample': 0.822}"
outer_fold_0,0,6predictor_pr_plus_hxnx_hierarchical_tminus1_pr,xgboost,20,nested,spearman,19,20,0.5569,0.565,"{'learning_rate': 0.00195, 'max_depth': 4, 'n_estimators': 450, 'subsample': 0.68}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,0,20,0.5663,0.5663,{'alpha': 0.0419}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,1,20,0.5746,0.5746,{'alpha': 452.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,2,20,0.5684,0.5746,{'alpha': 13.3}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,3,20,0.5666,0.5746,{'alpha': 1.55}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,4,20,0.5662,0.5746,{'alpha': 0.00124}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,5,20,0.5662,0.5746,{'alpha': 0.00124}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,6,20,0.5662,0.5746,{'alpha': 0.000255}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,7,20,0.5718,0.5746,{'alpha': 116.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,8,20,0.5666,0.5746,{'alpha': 1.61}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,9,20,0.5679,0.5746,{'alpha': 9.05}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,10,20,0.5751,0.5751,{'alpha': 719.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,11,20,0.5739,0.5751,{'alpha': 339.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,12,20,0.5751,0.5751,{'alpha': 612.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,13,20,0.5703,0.5751,{'alpha': 42.8}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,14,20,0.5748,0.5751,{'alpha': 865.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,15,20,0.5663,0.5751,{'alpha': 0.0255}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,16,20,0.5696,0.5751,{'alpha': 35.8}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,17,20,0.5663,0.5751,{'alpha': 0.353}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,18,20,0.5722,0.5751,{'alpha': 131.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,ridge,29,nested,spearman,19,20,0.567,0.5751,{'alpha': 3.21}
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,0,20,0.5177,0.5177,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,1,20,0.5448,0.5448,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,2,20,0.535,0.5448,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,3,20,0.5682,0.5682,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,4,20,0.5616,0.5682,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,5,20,0.5609,0.5682,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,6,20,0.5555,0.5682,"{'learning_rate': 0.00312, 'max_depth': 7, 'n_estimators': 350, 'subsample': 0.757}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,7,20,0.5577,0.5682,"{'learning_rate': 0.032, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.585}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,8,20,0.5032,0.5682,"{'learning_rate': 0.247, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.904}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,9,20,0.5519,0.5682,"{'learning_rate': 0.0495, 'max_depth': 2, 'n_estimators': 250, 'subsample': 0.72}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,10,20,0.5581,0.5682,"{'learning_rate': 0.00819, 'max_depth': 4, 'n_estimators': 600, 'subsample': 0.509}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,11,20,0.5366,0.5682,"{'learning_rate': 0.0144, 'max_depth': 5, 'n_estimators': 600, 'subsample': 0.604}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,12,20,0.5677,0.5682,"{'learning_rate': 0.00309, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.632}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,13,20,0.5703,0.5703,"{'learning_rate': 0.00283, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.515}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,14,20,0.5704,0.5704,"{'learning_rate': 0.00272, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.502}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,15,20,0.5691,0.5704,"{'learning_rate': 0.00186, 'max_depth': 4, 'n_estimators': 500, 'subsample': 0.523}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,16,20,0.5561,0.5704,"{'learning_rate': 0.00665, 'max_depth': 6, 'n_estimators': 500, 'subsample': 0.505}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,17,20,0.5398,0.5704,"{'learning_rate': 0.025, 'max_depth': 3, 'n_estimators': 450, 'subsample': 0.558}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,18,20,0.5554,0.5704,"{'learning_rate': 0.00451, 'max_depth': 6, 'n_estimators': 550, 'subsample': 0.822}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_hxnx_hierarchical_tminus1_pr,xgboost,29,nested,spearman,19,20,0.4842,0.5704,"{'learning_rate': 0.131, 'max_depth': 4, 'n_estimators': 450, 'subsample': 0.68}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,0,20,0.576,0.576,{'alpha': 0.0419}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,1,20,0.5786,0.5786,{'alpha': 452.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,2,20,0.5782,0.5786,{'alpha': 13.3}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,3,20,0.5767,0.5786,{'alpha': 1.55}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,4,20,0.576,0.5786,{'alpha': 0.00124}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,5,20,0.576,0.5786,{'alpha': 0.00124}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,6,20,0.576,0.5786,{'alpha': 0.000255}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,7,20,0.5792,0.5792,{'alpha': 116.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,8,20,0.5767,0.5792,{'alpha': 1.61}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,9,20,0.5777,0.5792,{'alpha': 9.05}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,10,20,0.5782,0.5792,{'alpha': 711.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,11,20,0.5787,0.5792,{'alpha': 515.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,12,20,0.5789,0.5792,{'alpha': 173.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,13,20,0.5789,0.5792,{'alpha': 46.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,14,20,0.5785,0.5792,{'alpha': 34.5}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,15,20,0.5762,0.5792,{'alpha': 0.271}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,16,20,0.579,0.5792,{'alpha': 77.0}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,17,20,0.576,0.5792,{'alpha': 0.0559}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,18,20,0.5769,0.5792,{'alpha': 2.44}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,ridge,42,nested,spearman,19,20,0.5789,0.5792,{'alpha': 46.6}
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,xgboost,42,nested,spearman,0,20,0.5935,0.5935,"{'learning_rate': 0.065, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.799}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,xgboost,42,nested,spearman,1,20,0.5508,0.5935,"{'learning_rate': 0.00139, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.933}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,xgboost,42,nested,spearman,2,20,0.5474,0.5935,"{'learning_rate': 0.00112, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.985}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,xgboost,42,nested,spearman,3,20,0.583,0.5935,"{'learning_rate': 0.00282, 'max_depth': 3, 'n_estimators': 550, 'subsample': 0.592}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,xgboost,42,nested,spearman,4,20,0.5975,0.5975,"{'learning_rate': 0.0117, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.646}"
outer_fold_0,0,6predictor_pr_plus_derived_plus_chemdescriptors_plus_hxnx_hierarchical_tminus1_pr,xgboost,42,nested,spearman,5,20,0.569,0.5975,"{'learning_rate': 0.00529, 'max_depth': 2, 'n_estimators': 400, 'subsample': 0.683}"
